197.362040 292.059357
203.082086 136.372070
203.086358 598.776855
203.143803 376.222534
205.632312 471.701599
206.629214 190.989075
209.929293 361.894379
211.548963 455.504150
232.094340 275.188660
234.118059 363.069794
234.888674 454.246246
235.107682 442.562439
237.009350 227.067566
237.979933 385.492889
238.315318 333.582794
238.641023 307.022858
238.870256 490.889618
238.882643 349.066956
247.548305 438.217804
253.986540 465.607056
260.893955 419.908905
262.900677 587.586609
267.137664 107.890053
278.854238 238.954788
281.052534 77.264801
284.814336 369.309540
288.556763 380.479370
296.968306 507.280334
308.870668 542.346069
314.126664 349.444275
314.563471 355.574341
316.017967 504.218201
319.608355 685.550293
339.464535 392.007294
341.234118 597.901489
341.835537 575.592896
348.689332 487.301025
349.541121 155.529816
355.072328 945.083252
356.070334 514.267578
357.051622 231.895676
369.123702 431.221313
371.103664 539.945923
372.223920 133.070145
372.272113 149.207840
374.469004 399.996399
374.788188 407.714569
378.046002 645.549438
392.690980 655.435913
397.970456 669.148254
400.354646 152.680084
401.355598 385.516113
403.234402 1118.042480
403.311568 344.611176
404.313445 266.255554
405.302674 343.656342
405.314720 355.086700
406.454932 690.064697
407.369245 235.162994
411.175937 448.939636
412.178269 253.627167
412.367004 609.042236
413.269599 754.807739
413.366817 705.155945
414.271689 552.219482
414.369024 959.329102
414.479983 414.696320
415.041033 260.076416
415.808141 608.227722
416.039231 98.181343
417.036378 995.659180
419.321386 124.485207
420.323428 515.503052
420.335885 701.739624
421.324367 908.841064
421.338295 614.272583
421.992519 567.862305
423.143127 351.581726
425.292520 129.549530
426.182567 585.364868
426.193194 336.958282
426.293580 321.689026
427.298095 713.880920
427.383543 158.811523
428.385944 163.875854
428.895923 69.223404
429.096010 2055.745605
429.929912 284.659973
430.092785 6630.771973
430.893361 423.020325
431.072663 162.018158
431.094716 1340.032227
432.070991 137.028229
432.090276 2261.135742
432.890653 187.030792
432.921990 258.783722
433.085234 665.452271
433.334510 403.362976
434.337415 226.460342
434.885812 540.112427
435.888004 622.313354
438.241198 566.641724
440.553927 538.170837
441.339275 655.767761
441.396518 301.274902
441.540921 542.285828
442.400083 63.913975
443.144050 604.883972
443.667825 579.651855
444.144790 338.562805
445.127504 5056.831543
446.125947 7844.029297
447.125019 4805.454590
447.352688 302.270844
447.884028 533.168701
448.101633 612.458374
448.123275 4263.313477
448.354755 616.697144
449.098786 647.609497
449.115963 6521.279297
449.124333 47.144699
450.118495 258.789185
456.920531 597.238281
457.249712 283.034119
457.371770 563.474121
458.589771 121.357155
459.177020 149.013748
459.184751 441.791840
459.483335 600.047241
460.178076 173.650696
461.170640 459.372803
461.366080 671.210693
462.035773 279.950562
462.153084 199.331207
463.133323 614.845154
463.151349 66.593155
464.146086 1827.551025
466.790310 688.853027
467.105829 370.638123
468.104593 173.169586
469.101109 685.841187
479.257826 485.130798
483.444457 192.649048
489.060919 440.261963
489.844024 461.254547
490.059430 1510.967041
491.055343 526.052612
497.461498 382.675720
498.464815 231.096008
499.585365 232.313461
502.503843 383.931396
503.116602 616.510864
504.113930 1211.591675
505.092987 139.022064
505.109615 3706.701172
506.091635 976.250610
506.110157 521.916260
506.882901 224.741943
507.089722 192.280090
507.105047 56.614685
507.701733 364.966705
507.726298 727.170410
508.091912 131.318283
508.904432 376.755524
510.795514 350.010345
511.477576 462.546814
512.479112 559.682190
515.751889 472.163330
517.163210 388.064636
519.148153 2151.598877
520.146237 2965.302979
521.143566 1842.946045
522.142732 1419.930664
523.136491 4233.537598
523.142914 1253.907593
524.136725 627.571106
527.409811 386.179199
533.198168 249.136108
534.196075 1309.941162
535.189991 530.442383
536.173271 116.045898
537.172147 370.005035
538.168334 188.505768
539.166641 457.288147
539.280910 658.894958
541.125992 506.124512
542.619062 627.478943
545.505799 437.354980
552.361388 529.026123
555.171604 468.438660
555.243588 706.633362
557.008921 403.811279
557.844349 580.762268
558.747235 274.587585
559.339725 105.064865
562.459550 319.276520
563.077680 118.899399
564.729218 245.186752
565.085995 660.998596
577.135721 684.895569
578.133869 1202.637817
579.111440 1069.177979
579.130948 939.000244
579.916343 422.702759
580.111308 590.880188
580.130060 804.801941
580.704306 153.435852
581.108290 797.669678
581.125210 451.883209
584.524150 343.842773
586.984160 435.192444
587.289649 591.398376
588.109919 432.497528
589.144872 226.656372
589.498147 192.070435
593.170564 787.643921
594.165978 2217.475098
595.163300 1394.949951
596.162950 1272.457886
597.159319 223.592072
597.835541 173.676605
598.157395 776.012573
601.655582 472.820709
603.183518 247.624390
607.217722 416.604187
607.257801 772.466736
608.128324 655.041382
608.218938 49.964371
609.214355 691.581909
610.190221 470.807831
610.212473 89.976845
611.190739 639.954590
611.915318 702.511719
626.780736 753.832520
628.585176 356.318604
638.666545 256.906281
640.057279 257.187836
642.618421 367.915894
643.176273 460.732300
644.968487 561.988159
651.014039 570.603821
651.154740 319.775391
652.154340 384.786987
653.128010 674.507507
653.148613 1051.313110
654.132725 72.421707
654.148442 281.946899
654.471890 492.791687
661.589494 498.688110
664.251221 105.580826
665.014665 751.148010
665.286327 481.065613
667.188055 274.825623
668.185732 1428.995972
669.160561 274.048431
669.183792 1616.448730
670.183024 21.329994
671.179217 299.586487
675.257915 682.408997
675.533522 501.878906
681.236360 316.876099
682.234903 473.510437
684.209762 265.075073
685.739916 181.324387
690.366172 689.208252
697.329573 818.740723
706.050149 428.842407
712.121657 342.957153
718.240818 578.143311
725.174949 175.735779
726.174619 98.515091
727.149921 576.017700
727.170973 744.554810
728.150921 432.110291
728.172017 442.344299
731.763718 428.144897
734.774914 233.962631
741.207863 746.865967
742.208425 46.276741
743.204811 889.038147
744.202928 717.928467
745.205087 81.761055
748.816176 256.573303
757.059301 344.268250
757.090052 390.288239
758.226377 669.145447
758.767448 324.221985
759.227674 909.235535
760.225329 565.372803
762.836938 506.721863
770.184739 477.623230
771.557727 480.889893
777.921590 764.516724
778.040990 458.888550
779.248179 759.922791
784.252496 456.908325
791.049023 792.601013
793.200244 305.133423
794.244600 394.528351
799.191118 389.245422
800.192649 181.955750
801.193020 193.950195
